timestamp,bbox_cx,bbox_cy,frame_cx,frame_cy,error_x,error_y,deadband,in_deadband_x,in_deadband_y,raw_delta_pan,raw_delta_tilt,delta_pan,delta_tilt,pan_angle,tilt_angle
2025-12-17 23:34:04.002,290,240,320.0,240.0,-30.0,0.0,25,False,True,-0.600,0.000,-0.600,0.000,35.0,45.0
2025-12-17 23:34:04.188,293,239,320.0,240.0,-27.0,-1.0,25,False,True,-0.540,-0.020,-0.540,0.000,35.0,45.0
2025-12-17 23:34:04.243,316,239,320.0,240.0,-4.0,-1.0,25,True,True,-0.080,-0.020,0.000,0.000,35.0,45.0
2025-12-17 23:34:04.340,322,239,320.0,240.0,2.0,-1.0,25,True,True,0.040,-0.020,0.000,0.000,35.0,45.0
2025-12-17 23:34:04.444,308,238,320.0,240.0,-12.0,-2.0,25,True,True,-0.240,-0.040,0.000,0.000,35.0,45.0
2025-12-17 23:34:05.745,315,240,320.0,240.0,-5.0,0.0,25,True,True,-0.100,0.000,0.000,0.000,35.0,45.0
2025-12-17 23:34:05.945,318,239,320.0,240.0,-2.0,-1.0,25,True,True,-0.040,-0.020,0.000,0.000,35.0,45.0
2025-12-17 23:34:06.445,320,238,320.0,240.0,0.0,-2.0,25,True,True,0.000,-0.040,0.000,0.000,35.0,45.0
2025-12-17 23:34:06.647,320,238,320.0,240.0,0.0,-2.0,25,True,True,0.000,-0.040,0.000,0.000,35.0,45.0
2025-12-17 23:34:07.391,439,238,320.0,240.0,119.0,-2.0,25,False,True,2.380,-0.040,2.380,0.000,37.4,45.0
2025-12-17 23:34:09.919,256,239,320.0,240.0,-64.0,-1.0,25,False,True,-1.280,-0.020,-1.280,0.000,36.1,45.0
2025-12-17 23:34:10.882,57,367,320.0,240.0,-263.0,127.0,25,False,False,-5.260,2.540,-3.000,2.540,35.0,47.5
2025-12-17 23:34:12.164,157,236,320.0,240.0,-163.0,-4.0,25,False,True,-3.260,-0.080,-3.000,0.000,35.0,47.5
2025-12-17 23:34:17.771,274,161,320.0,240.0,-46.0,-79.0,25,False,False,-0.920,-1.580,-0.920,-1.580,35.0,46.0
2025-12-17 23:34:18.089,282,163,320.0,240.0,-38.0,-77.0,25,False,False,-0.760,-1.540,-0.760,-1.540,35.0,45.0
2025-12-17 23:34:22.979,527,59,320.0,240.0,207.0,-181.0,25,False,False,4.140,-3.620,3.000,-3.000,38.0,45.0
2025-12-17 23:34:23.227,276,153,320.0,240.0,-44.0,-87.0,25,False,False,-0.880,-1.740,-0.880,-1.740,37.1,45.0
2025-12-17 23:34:23.702,315,159,320.0,240.0,-5.0,-81.0,25,True,False,-0.100,-1.620,0.000,-1.620,37.1,45.0
2025-12-17 23:34:23.884,314,151,320.0,240.0,-6.0,-89.0,25,True,False,-0.120,-1.780,0.000,-1.780,37.1,45.0
2025-12-17 23:34:24.061,313,150,320.0,240.0,-7.0,-90.0,25,True,False,-0.140,-1.800,0.000,-1.800,37.1,45.0
2025-12-17 23:34:24.333,311,156,320.0,240.0,-9.0,-84.0,25,True,False,-0.180,-1.680,0.000,-1.680,37.1,45.0
2025-12-17 23:34:24.909,311,154,320.0,240.0,-9.0,-86.0,25,True,False,-0.180,-1.720,0.000,-1.720,37.1,45.0
2025-12-17 23:34:25.085,310,164,320.0,240.0,-10.0,-76.0,25,True,False,-0.200,-1.520,0.000,-1.520,37.1,45.0
2025-12-17 23:34:25.360,310,153,320.0,240.0,-10.0,-87.0,25,True,False,-0.200,-1.740,0.000,-1.740,37.1,45.0
2025-12-17 23:34:25.543,308,148,320.0,240.0,-12.0,-92.0,25,True,False,-0.240,-1.840,0.000,-1.840,37.1,45.0
2025-12-17 23:34:25.719,310,156,320.0,240.0,-10.0,-84.0,25,True,False,-0.200,-1.680,0.000,-1.680,37.1,45.0
2025-12-17 23:34:26.609,321,168,320.0,240.0,1.0,-72.0,25,True,False,0.020,-1.440,0.000,-1.440,37.1,45.0
2025-12-17 23:34:28.596,532,153,320.0,240.0,212.0,-87.0,25,False,False,4.240,-1.740,3.000,-1.740,40.1,45.0
2025-12-17 23:34:29.085,504,202,320.0,240.0,184.0,-38.0,25,False,False,3.680,-0.760,3.000,-0.760,43.1,45.0
2025-12-17 23:34:29.571,484,166,320.0,240.0,164.0,-74.0,25,False,False,3.280,-1.480,3.000,-1.480,46.1,45.0
2025-12-17 23:34:30.397,450,199,320.0,240.0,130.0,-41.0,25,False,False,2.600,-0.820,2.600,-0.820,48.7,45.0
2025-12-17 23:34:30.920,429,186,320.0,240.0,109.0,-54.0,25,False,False,2.180,-1.080,2.180,-1.080,50.9,45.0
2025-12-17 23:34:31.482,364,65,320.0,240.0,44.0,-175.0,25,False,False,0.880,-3.500,0.880,-3.000,51.8,45.0
2025-12-17 23:34:33.608,423,163,320.0,240.0,103.0,-77.0,25,False,False,2.060,-1.540,2.060,-1.540,53.8,45.0
2025-12-17 23:34:34.192,476,55,320.0,240.0,156.0,-185.0,25,False,False,3.120,-3.700,3.000,-3.000,56.8,45.0
